SERIAL_NUMBER,VIOLATION_STATUS,VIOLATION_CODE,VIOLATION_DESCRIPTION,ObjectId
DAIOIESRD,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,2661
DAIOIESRD,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,2662
DAIYSGKJI,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2663
DAIYSGKJI,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,2664
DAJGBVBKP,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2665
DAJXCHSU7,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,2666
DAJXVS37K,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2667
DAKURKUIT,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2668
DAKURKUIT,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,2669
DANSCV9Z3,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2670
DAR7UUSH2,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,2671
DAT4BHS47,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,2672
DAT4BHS47,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2673
DAT4BHS47,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2674
DAT4BHS47,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,2675
DAT4BHS47,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2676
DAX9V01EN,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,2677
DAXQTDQOD,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,2678
DAXQTDQOD,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2679
DAY7UHRN4,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,2680
DAY7UHRN4,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2681
DAZQ0OCRO,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,2682
DA0IWZNM1,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2683
DA0IWZNM1,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2684
DA0IWZNM1,OUT OF COMPLIANCE,H084,COMMON RESTROOM,2685
DA24QZDSO,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2686
DA24QZDSO,OUT OF COMPLIANCE,H021,BEDDING - UNIT,2687
DA24QZDSO,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,2688
DA27BJQ6M,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2689
DA2VOMFF1,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2690
DA6QAYKWW,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2691
DA6QAYKWW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2692
DA7SE1LH0,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,2693
DA7SE1LH0,OUT OF COMPLIANCE,H091,WALL/CEILING/FLOOR - MOLD - PREMISES,2694
DAB127PFD,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2695
DABTS02KG,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2696
DABTS02KG,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2697
DABTS02KG,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2698
DABTS02KG,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2699
DABTS02KG,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2700
DAER23GDC,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2701
DAER23GDC,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,2702
DAG83080X,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2703
DAG9SHGDZ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2704
DA5NQZUKN,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2705
DA5NQZUKN,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2706
DA5NQZUKN,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2707
DA5NQZUKN,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,2708
DA6BFX0MW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2709
DA6BFX0MW,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,2710
DA6BFX0MW,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2711
DA6BFX0MW,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,2712
DA8MD20RY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2713
DA9TJWLBC,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2714
DA9TJWLBC,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2715
DA9TJWLBC,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,2716
DACQ7NEPD,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2717
DAD5CSVIZ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2718
DAD5CSVIZ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2719
DADUW6NMY,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,2720
DADUW6NMY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2721
DADUW6NMY,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,2722
DADUW6NMY,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2723
DAF1PJIN5,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2724
DAHOT4UW2,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,2725
DAHOT4UW2,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2726
DAHOT4UW2,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2727
DAHOT4UW2,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT,2728
DAHOT4UW2,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,2729
DAHOT4UW2,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2730
DAHOT4UW2,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2731
DAJ3UIFZS,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,2732
DALJ1P0ZA,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2733
DALJ1P0ZA,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2734
DALMHFPMH,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2735
DALMHFPMH,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT,2736
DALMHFPMH,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2737
DALN5RIWS,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2738
DALQXAADR,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2739
DALQXAADR,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2740
DALQXAADR,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,2741
DANVREMNP,OUT OF COMPLIANCE,H069,WIRING - PREMISES,2742
DANVREMNP,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,2743
DAOPUTAXI,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2744
DAP8IN7L0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2745
DAPPOG8V8,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2746
DAPRYPESJ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2747
DARBP5L4Y,OUT OF COMPLIANCE,H013,WIRING - UNIT,2748
DARBP5L4Y,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2749
DARJHCZY0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2750
DARJHCZY0,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2751
DARJHCZY0,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2752
DA9FJ5MSI,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,2753
DADKL30PW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2754
DADKL30PW,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2755
DADKL30PW,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,2756
DAFDAWSV3,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2757
DAFDAWSV3,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,2758
DAHZCCLMO,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2759
DAHZCCLMO,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,2760
DAJC5WERO,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2761
DAJC5WERO,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2762
DAKH2AEML,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2763
DAKLDVEVV,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,2764
DAL0GCL0J,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2765
DAL0GCL0J,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2766
DAM0HGGPX,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2767
DAM0HGGPX,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2768
DAM0HGGPX,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,2769
DAM0HGGPX,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES,2770
DAMO1KVK6,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,2771
DAQI4THOB,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,2772
DATBEIGNT,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2773
DATBEIGNT,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2774
DAUCYPONF,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2775
DAUCYPONF,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2776
DAUCYPONF,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2777
DAURCPDZY,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2778
DAURCPDZY,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,2779
DAURCPDZY,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,2780
DAURCPDZY,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2781
DAURCPDZY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2782
DA1571460,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2783
DA1571460,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,2784
DA1571460,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,2785
DA1571460,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,2786
DA1JYQ4CF,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2787
DAB5QQNV0,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2788
DAGJGPGHW,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2789
DAGQM0PHY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2790
DAGQM0PHY,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2791
DANUS0E7J,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,2792
DAQEBUVK9,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,2793
DAQEBUVK9,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2794
DAWKN6KUA,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,2795
DA0DOLXTZ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2796
DA0DOLXTZ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2797
DA0DOLXTZ,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2798
DA4VQM1OR,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2799
DA4VQM1OR,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2800
DAAETCSDG,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,2801
DABSUMS43,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2802
DADTZGPEB,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,2803
DAFIAOEI8,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,2804
DAFPI6RCI,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2805
DAFPI6RCI,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2806
DAFPI6RCI,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2807
DAKG0SV2F,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2808
DAKGG9MTD,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2809
DAKGG9MTD,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2810
DANFCIHNJ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2811
DANFCIHNJ,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2812
DANGIVNHP,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2813
DANI2GZJT,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2814
DANPOH0GY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2815
DANPOH0GY,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2816
DAPVFBUDT,OUT OF COMPLIANCE,H048,DRAINAGE ISSUES,2817
DASMHA6HU,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,2818
DATKSMCK3,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2819
DAUMUPSSY,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2820
DAVL2XRJY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2821
DAVL2XRJY,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2822
DAYW0BKN2,OUT OF COMPLIANCE,H021,BEDDING - UNIT,2823
DAZPEJI88,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2824
DAZPEJI88,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,2825
DAZPEJI88,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2826
DAAPJST9J,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2827
DAAPJST9J,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2828
DAAPJST9J,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2829
DACHFU9E4,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,2830
DADC4LGVV,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2831
DADC4LGVV,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2832
DADC4LGVV,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2833
DADC4LGVV,OUT OF COMPLIANCE,H016,FIXTURES - UNIT,2834
DADC4LGVV,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,2835
DAGYPEYEK,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,2836
DAINV0VKH,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2837
DAINV0VKH,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2838
DAINV0VKH,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,2839
DARUAIA7G,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,2840
DAXQ6MLMS,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2841
DAXQ6MLMS,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2842
DAXQ6MLMS,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2843
DA0YMEUKR,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2844
DA0YMEUKR,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2845
DA0YMEUKR,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,2846
DA0YMEUKR,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2847
DA0YMEUKR,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,2848
DA0YMEUKR,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,2849
DABFZRQJL,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,2850
DAMRICPRB,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2851
DAA4ZZYQC,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,2852
DASVI1WLJ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2853
DAP9QVBAQ,OUT OF COMPLIANCE,H091,WALL/CEILING/FLOOR - MOLD - PREMISES,2854
DAA07MCWC,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2855
DAGB0HJLN,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2856
DAECYPIDY,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2857
DAECYPIDY,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,2858
DAED1SLUT,OUT OF COMPLIANCE,H086,REFUSE AREA/BINS - PREMISES,2859
DAEI7AUSC,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2860
DAJTW5TDH,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2861
DAT5MVWV0,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2862
DAT5MVWV0,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2863
DAUI7RCX1,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,2864
DAV2CXZKR,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,2865
DAWZN7WFU,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2866
DAWZN7WFU,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2867
DAXPPQTB8,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2868
DAXPPQTB8,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2869
DA0OOGNP6,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2870
DA0OOGNP6,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,2871
DAA4ZZYQC,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,2872
DA0STGSVJ,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,2873
DA1KQOKV7,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2874
DA1KQOKV7,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2875
DA3UQSM0D,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2876
DABIF50ER,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2877
DABIF50ER,OUT OF COMPLIANCE,H079,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - PREMISES",2878
DABIF50ER,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2879
DAF4SRWP0,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,2880
DAGXZGX31,OUT OF COMPLIANCE,H104,TRASH BINS LEFT BEYOND ALLOWABLE TIME,2881
DAIFAQLW7,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2882
DAIFAQLW7,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2883
DAIFAQLW7,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2884
DAIFAQLW7,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2885
DAPBNTKPW,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,2886
DAVKHU7X3,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2887
DAVKHU7X3,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2888
DAWXNEEX3,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,2889
DAZFPUZ0L,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,2890
DA0PYR1UB,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2891
DA3O2N7CZ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2892
DA3O2N7CZ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2893
DA3O2N7CZ,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2894
DA3O2N7CZ,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,2895
DA3O2N7CZ,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2896
DA3O2N7CZ,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,2897
DA7RT8O1L,OUT OF COMPLIANCE,H101,SINK BASIN - PREMISES,2898
DA7RT8O1L,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,2899
DA9XGOFFQ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2900
DA9XGOFFQ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2901
DA9XGOFFQ,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2902
DA9XGOFFQ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2903
DA9XGOFFQ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2904
DA9XGOFFQ,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,2905
DA9XGOFFQ,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2906
DA9XGOFFQ,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,2907
DASVI1WLJ,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2908
DASVI1WLJ,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT,2909
DASYTDJQR,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2910
DASYTDJQR,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,2911
DAWSRKZ3V,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,2912
DAWSRKZ3V,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2913
DAWSRKZ3V,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2914
DA0QJXILQ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2915
DA0QJXILQ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2916
DA1IAA3JU,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,2917
DA2B0B08K,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2918
DAA2LMBBM,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,2919
DAG8VLP3W,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2920
DAI8ZUEEW,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2921
DAI8ZUEEW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2922
DAMRICPRB,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",2923
DAA07MCWC,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,2924
DAGB0HJLN,OUT OF COMPLIANCE,H091,WALL/CEILING/FLOOR - MOLD - PREMISES,2925
DAP9QVBAQ,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,2926
DAQMYGFP6,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2927
DARJWQBJO,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,2928
DARJWQBJO,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2929
DASWEWNXD,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2930
DAT0N7WOQ,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,2931
DAT0N7WOQ,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,2932
DALFYBLBU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,2933
DAJT5UERB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,2934
